Vorteile Papierakte	hohe Anpassung an Arbeitsabläufe, Portabilität, unabhängig von Technik, flexibel bei Erfassung, hoher Infogehalt bei hoher Übersicht
Verschiedene Symptomarten der KHK	Stabile Angina Pectoris / Instabile Angina pectoris
Symptome einer Embolie	• Paleness (Blässe) / Paresthesia (Gefühlstörung) / • Pulslessness (Pulslosigkeit) / • Paralysis (Lähmung) / Pain (Schmerz) / Prostation (Schock)
Typing - Epitheliale Tumoren (Deck‐ u. Drüsengewebe)	gutartig: Papillom, Adenom, bösartig: Karzinom, Adenokarzinom
Voraussetzungen Stadium III TNM-Klassifikation	T*, N1/N2, M0
Krankheitsverlauf Eigenschaften: Rezidivierend	Rückfall, wiederauftretend
pathologisch gesteigerte Immunabwehr	Allergien, Autoimmunerkrankungen
Krankheitsverlauf: Chronisch kontinuierlich	gleichmäßig u. langsam fortschreitend
Modulare Systeme - Nachteile	geringe Flexibilität, meistens alles von einem oder zwei Herstellern (Abhängigkeit)
Heilungsmethoden Maligner Tumor	Chirurgische Exzision
Verbot mit Erlaubnisvorbehalt	Erhebung, Verarbeitung und Nutzung von personenbez. Daten nur zulässig, wenn Gesetz es erlaubt, oder Betroffener eingewilligt hat
Absolute Anonymität	Re-Identifikation unmöglich
Therapietypen bei Krankheiten	Kurative Therapie / Palliative Heilung / Konservative Therapie / Operative Therapie
Umgebendes Gewebe Maligner Tumor Folgen	• Invasion / • Destruktion
Latenten Infektion	nach Erstinfektion lebenslanges Persistieren im Nervengewebe, Speicheldrüßen oder Blutzellen, die bei Reaktivierung zu erneuter Virusproduktion führt, z.B. Herpes, Windpocken
Exogene Ursachen Entzündung	Belebte Erreger (Viren, Bakterien, Parasiten), physikalische Noxen, chemische Noxen, mechanische Noxen
Antigene	Substanzen, die immunologische Reaktionen auslösen können (körperfremd)
Gibt es Metastasen bei Benignen Tumoren?	Nein.
Definition spezifisches Abwehrsystem	Erworbene, adaptive Immunität
Theraphietypen	kurativ, konservativ, palliativ, operativ
Lokale Ausbreitung Benigner Tumor	• zusammenhängend, begrenzt / • expansives, verdrängendes Wachstum / • fibröse Tumorkapsel
TNM-Klassifikation Bedeutung pN1, pN2, pN3, pN4	Zunehmender Befall regionärer Lymphknoten
Technische und organisatorische Maßnahmen Datenschutz 1	Im Falle einer automatisierten Verarbeitung muss folgendes sichergestellt werden: Zugangskontrolle, Datenträgerkontrolle, Speicherkontrolle (Verhinderung von unbefugter Eingabe, Veränderung etc.), Benutzerkontrolle
Antikörper	von B-Lymphozyten gebildete Proteine, die speziell zu ihnen passende Antigene binden
Diabetis Mellitus - Folgeschäden Teil 2	Hyperlipidämie (erhöhte Blutfettwerte), z.B. Fettleber, Adipositas, Linsentrübung im Auge, Infektanfälligkeit durch Störung des Immunsystems, z.B. Pilzinfektionen, Harnwegsinfektionen, Embryopathie (Fehlbildungen Embryo während Schwangerschaft durch erkrankte Mutter)
Definition TNM-Klassifikation	Anatomisch basierte Beschreibung des Primärtumors und dessen Ausbreitung im Körper nach dem TNM-Schema sowie des Krankheitsverlaufs
Herzinfarkt - Theraphie - Bypass-Operation	Umgehung der Stenose mittels aus Bein entnommener Vene oder Brustarterie
Definition Thrombose	Erkrankung aufgrund eines Gefäßverschlusses durch Blutgerinnselbildung
Vegetative Anamnese	Gewichtsentwicklung, Appetit, Durst, Schlaf, Stuhlgang, Wasserlassen, Alkohol- und Zigarettenkonsum
natürliche Immunität	erworbene Immunität, z.B. infolge durchgemachter Kinderkrankheiten
Vergrößerung	Hypertrophie, Hyperplasie
pathologisch verringerte Immunabwehr	angeboren Immundefekte (meist durch erbliche Störungen der Lymphozytenentwicklung), erworbene Immundefekte (z.b. im hohen Alter, durch Infektionen/Tumorerkrankungen, medizinische Therapie)
Palliative Therapie	lindernde Behandlung, keine Heilung
Stadieneinteilung (Staging)	Internationale Einteilung von Tumorstadien auf Grundlage von TNM-Systems
allgemeine elektronische Signatur	ohne Anforderungen, z.B. Name unter E-Mail
Äußere Schutzbarrieren des Immunsystems	Säureschutzmantel der Haut / Flimmerepithel der Atemwege / Tränen- und Speichelflüssigkeit / Magensäure / Schleimhaut der Vagina / Schleimhaut in der Harnröhre
Schichten Architektur	Presentation Layer, Application Logic Layer, Resource Management Layer
Arten von Schlaganfällen (nach Ursache)	• Ischämischer Schlaganfall: Arterielle Durchblutungsstörung / • Hämorrhagischer Infarkt: Intrazerebrale Massenblutung
Therapietypen: Palliative Therapie	Lindernde Behandlung ohne Heilung
Leitsymptom der Rechtsherzinsuffizienz	Ödeme (u. a. Beinödeme)
Tumor - Theraphieformen - Operation	Entfernung des Tumors u. der nächstliegenden Lymphknoten
Anwendung Tumormarker	Therapie- und Verlaufskontrolle / Anwendung in der Diagnostik
Ursachen von Thrombose	Gefäßwandläsion, Strömungsverlangsamung, Erhöhte Blutgerinnungsneigung
Symptome einer Entzündung	Schwellung (Tumor) / Erwärmung (Calor) / Schmerzen (Dolor) / Rötung (Rubor) / Funktionseinschränkung (Functio laesa)
Bsp. für konkrete technische und organisatorische Maßnahmen Datenschutz	Schloss, Zutrittsberechtigung, Kryptographie, Zugriffsrechte, Funktionstrennung
Nenne die Ursache eines hämorrhagischen Schlaganfalls.	Eine intrazerebrale Massenblutung tritt aufgrund von Arteriosklerose/Aneurysma auf.
Spezifisches Abwehrsystem	erworbene, adaptive Immunität, langsame Wirkung bei Erstkontakt mit Antigen, spezifisch gegen spezielle Antigene, Bildung v. Antigengedächnis, schnelle Wirkung bei 2ten Kontakt
Folgen von Arteriosklerose	Gefäßverengung, Gefäßverschluss, Gefäßwandläsion
Gutartiger Tumor Alter Patient	Jugendliche/mittleres Lebensalter
Herzinfarkt - medikamentöse Theraphie	Auflösung von Blutgerinnsel (Thrombus)
Definition Virus	Kleiner Infektionsträger ohne eigenen Stoffwechsel
Artherosklerose - Risikofaktoren	familäre Prädisposition, Lebens- u. Ernährungsgewohnheiten, Geschlechtsunterschied bei Frauen nur bis Menopause
Funktionsweise Bypass-Operation bei Herzinfarkt	Umgehung der Stenose mittels einer anderswo entnommenen Vene oder Brustarterie
Exogene Ursachen einer Entzündung	Erreger / Physikalische/Chemische/Mechanische Noxen
Therapieformen bei Krebs	• Operation / • Chemotherapie / • Strahlentherapie / • Hormontherapie / • Hyperthermie / • Immuntherapie / • Zielgerichtete Therapie / • Palliativmedizin
Folgen einer Entzündung	Regeneration, Defektheilung, chronischer Verlauf, Zweiterkrankung
Bestandteile des unspezifischen zellulären Abwehrsystems	Makrophagen / Natürliche Killerzellen / Neutrophile Granulozyten
Bestandteile des spezifischen humoralen Abwehrsystems	Antikörper (produziert von B-Zellen)
Diabetis Mellitus - Kennzeichen	erhöhter Blutzuckerspiegel (Hyperglykämie), Zuckerausscheidung im Urin
Was ist die Funktion sekundärer lymphatischer Organe?	• Vermehrung der Lymphozyten / • Filtration der Lymphe zur Antigenerkennung / • Bildung von Antikörpern
Definition unspezifisches Abwehrsystem	Angeborene natürliche Immunität, antigenunabhängig, standartisierter Ablauf
Ischämischer Infarkt	häufigere, weniger tödliche Form, arterielle Durchblutungsstörung, meist Embolie, selten Stenose
Letalität der Schlaganfälle	Ischämischer Infarkt: 20% / Hämorrhagischer Infarkt: 80%
Symptome Schlaganfall	• einseitige Lähmungserscheinungen/Gefühlstörungen/Sehstörungen / • Sprachstörungen / • einseitige Kopfschmerzen / Sprachverständisprobleme
Bösartiger Tumor Symptomzahl	Symptomreich
Wie vermehrt sich ein Bakterium?	Durch einfache Zellteilung.
TNM-Klassifikation Bedeutung pNX	Befall regionärer Lymphknoten kann nicht genau bestimmt werden
Wie häufig kommen die verschiedenen Arten von Schlaganfällen vor?	Ischämischer Infarkt: 85% / Hämorrhagischer Infarkt: 15%
Arten von Impfungen	Aktive Immunisierung / Passive Immunisierung
Def: Auftrgsverarbeiter	Person/Behörde, die personenbezogene Daten im Auftrag von Verantwortlichen verarbeitet
Bsp. für Integrationsprofile	Bildmarkierungen (Notizen an digitale Bilder anhängen), Korrektur der Patienteninformationen (ungeplante Untersuchungen und unbekannte Patienten), Arbeitsfluss für die Bildverarbeitung (Bilddarstellung und CAD)
Formale Anonymität	Entfernung der direkten Identifikatoren
Gibt es Metastasen bei Malignen Tumoren?	Potentiell ja.
Metastasierungsorte	Knochen, Lunge, Leber
Gutartiger Tumor Rezidive	Rarität
Symptome Embolie	• Blässe / • Gefühlsstörung / • Pulslosigkeit / • Lähmung / • Schmerz / • Schock
Definition Antikörper	Von B-Lymphozyten gebildete Proteine, die speziell passende Antigene binden
Organverkleinerung durch	Zellverkleinerung (Hypotrophie, einfache Atrophie), Abnahme d. Zellzahl (Hypoplasie, numerische Atrophie)
Definition Metastasierung	Verschleppung von Tumorzellen zu entfernten Körperstellen mit Bildung von Tochtertumoren
Tumormarker - Anwendung	Therapie- und Verlaufskontrolle (Staging), eingeschränkte Anwendung zur Diagnostik (Screening)
Symptome Embolie	Paleness (Blässe), Paresthesia (Gefühlsstörung), Pulslessness (Pulslosigkeit), Paralysis (Lähmung), Pain (Schmerz), Prostation (Schock)
Ursachen von Asthma	Körperliche + äußere Faktoren (allergische und nicht-allergische) -> Luftnot & Angst
Tumor - Theraphieformen - Hyperthermie	Zerstörung von Tumorzellen durch Erhöhen der Körpertemperatur
Definition Herzinsuffizienz	Funktionsstörung des Herzens mit eingeschränkter körperlicher Belastbarkeit (ungenügende Sauerstoffversorgung)
Histologie Benigner Tumor	• Tumorgewebe ähnlich zu Ursprungsgewebe
Entzündung Definition	Universelle Abwehrreaktion des lebenden Organismus gegen verschiedenartige Schädigungen
Rechtsherzinsuffizienz - Ursachen	Linksherzinsuffizienz, Lungenerkrankungen
Körperliche Untersuchung - Vitalzeichen erster Ordnung	Körpertemperatur, Puls, Blutdruck, Atmung, Bewusstseinsstatus
Remission	vorübergehendes Verschwinden oder Rückgang der Krankheitserscheinung (z.B. Tumor nach Chemo)
Einteilung des Abwehrsystems anhand der Lokalität	Zellulär / Humoral (nicht zellulär)
Aktive Immunisierung Funktionsweise	Antikörperbildung durch Impfung mit abgeschwächten Erregern
Nenne die sekundären lymphatischen Organe.	Milz, Lymphknoten, Tonsillen, lymphatisches Gewebe des Darms
Symptome von Asthma	Atemnot, andauernder Husten, pfeifendes Ausatmen
Artherosklerose - Risikofaktoren 2. Ordnung	Übergewicht, Stress, Bewegungsmangel, Gicht, hormonelle Faktoren, erhöhtes Lipoprotein
Arten von Abwehrsystemen	Unspezifisches Abwehrsystem / Spezifisches Abwehrsystem
Definition Bakterium	Einzelliges Lebewesen mit eigenem Stoffwechsel ohne echten Zellkern (mit DNA)
Anwendungen der Gesundheitskarte	Notfalldatensatz (z.B. Vorerkrankungen, Allergien), Abgleich und Aktualisierungen von Versicherungsstammdaten, sicherere Kommunikation von Arzt zu Arzt, Zusammenarbeit von verschiedenen Kliniken und Praxen
Arten chronischer Krankheitsverläufe	chronisch progredient / chronisch kontinuierlich / chronisch rezidivierend
Charakteristika kompensierte Herzinsuffizienz	• Pumpleistung wird aufrechterhalten / • Symptomatik nur bei Belastung
Welche Funktion erfüllen T-Lymphozyten?	Tragen eine spezifische zelluläre Abwehr, aktivieren B-Zellen
Rechte des Betroffenen	Rechte auf Auskunft, Berichtigung, Löschung und Einschränkung der Verarbeitung, Widerruf etc. sind unveräußerlich, können also nicht durch Rechtsgeschäft ausgeschlossen oder beschränkt werden
Kernproblem Heterogenität	Neuentwicklung von KIS schwierig, es gibt starke Spezialisierung und Systeme müssen stark an Anforderungen angepasst werden, Medizingeräte haben meistens integrierte Software
hämorrhaischer Infarkt	weniger häufige Form, Letalität 80%, intrazerebrale Massenblutung, meist Angiopathie (Gefäßleiden) infolge von arterieller Hypertonie, Artiosklerose, Aneurysma
Grading	Einstufung des Malignitätsgrades über Beurteilung der Übereinstimmung des Tumors mit seinem ursprünglichen Muttergewebe
Was ist ein Integrationsprofil?	Darstellung von medizinischen Abläufen + Kommunikationsvorgängen, erleichtern Kommunikation zwischen Anwendern und Firmen
Entzündung Kardinalsymptome	Dolor (Schmerz), Rubor (Rötung), Calor (Wärme), Tumor (Schwellung), Functio laesa (Funktionseinschränkung)
Tumor - Theraphieformen - Strahlentherapie	Zerstörung von Tumorzellen durch ionisierte, elektromagnetische Strahlung
Endogene Ursachen von Krankheiten	Genetische Defekte / Immunologische Faktoren / Psychische Faktoren
Diabetis Mellitus - Symtome	Gewichtsverlust, Sehstörungen, Hautinfektionen, Juckreiz
Arterielle Hypertonieformen - Symptome	Kopfschmerzen, Nasenbluten, Ohrensausen, Schwindel
Herzinfarkt - Reperfusionstheraphie	Wiederherstellung der Durchblutung im Infarktgebiet
Symptome eines Schlaganfalls	• Einseitige Lähmung / • Sprachstörung / • Einseitige Störungen (Sprache, Sehen, Gefühl)
Ausbreitungswege einer lokalen Entzündung	direkt übergreifend / kanalikulär (Gangsysteme) / lymphogen (Lymphgefäße) / neurogen (Nerven) / hämatogen (Blutgefäße)
Diabetis Mellitus - Folgeschäden Teil 1	Makroangiopathie (Erkrankung der großen arteriellen Blutgefäße, z.B. Artherosklerose, Schlaganfall etc.), Microangiopathie (Erkrankung der kleinen arteriellen Blutgefäße, z.B. Nierenschädigung, Netzhautläsionen), Nervenschädigungen
Bösartiger Tumor Alter Patient	Ältere Menschen
Latent	schlummernde, verborgene Erkrankung ohne Krankheitserscheinungen, die wieder klinisch manifest werden kann (z.B. Herpes)
Pseudonymisierung	Verarbeitung von pers.bez. Daten, sodass Daten ohne zusätzl. Infos nicht mehr Person zugeordnet werden können
Charakteristika dekompensierte Herzinsuffizienz	• Unzureichende Pumpleistung / • Symptomatik auch im Ruhezustand
Datenschutzmaßnahmen im Forschungskontext	Trennung von medizinischen und identifizierenden Daten, Einwilligung, Zugriffs- und Nutzungsregelungen
Typing	International vereinheitlichte Bestimmung des histologischen Tumortyps (Art des Gewebes)
Konservative Therapie	erhaltende Therapie ohne Eingriff in Gewebe (z.B. Pharmakotherapie, Physiotherapie)
Verkleinerung	Hypothrophie, Hypoplasie
IgG	Sekundärantwort (wird bei Zweiterkrankung gebildet), plazentagängig, lebenslanger Schutz
Funktionsweise Hyperthermie	Zerstörung von Tumorzellen durch Erhöhen der Körpertemperatur
Bronchialkarziom	Anteil von 35% aller malignen Tumoren bei Männern, Altersgipfel um 60LJ, 5-Jahres-Überlebensrate ca 5-10%
Bestandteile des spezifischen zellulären Abwehrsystems	T-Zellen: / • T-Helferzellen / • Zytotoxische Zellen / • T-Zell Gedächtnis
Krebs	allgemeine Bezeichnung für bösartige Tumoren
Definition Koronare Herzkrankheit	Minderdurchblutung des Herzmuskels aufgrund verengter Herzkranzgefäße
Leitsymptom Linksherzinsuffizienz	Atemnot
Reperfusionstherapie bei Herzinfarkt	Wiederherstellung der Durchblutung im Infarktgebiet
Primäre lymphatische Organe	Thymus, Knochenmark (alle Abwehrzellen werden im Knochenmark gebildet)
Inzidenz der Schlaganfälle	Ischämischer Schlaganfall: 85% / Hämorrhagischer Infarkt: 15%
Tumor - Theraphieformen - Zielgerichtete Therapie	richtet sich gezielt gegen Tumoreigenschaften, die das Wachstum der Krebszellen fördern
Hypertrophie	vermehrte Arbeitsbelastung, Kompensation (z.B. bei Organverlust), hormoneller Stimulus (z.B. Uterushypertrophie bei Schwangerschaft)
B-Gedächniszellen	"langlebige Zellen mit ""Antigengedächnis"""
Best of Breed	Summe von Speziallösungen
Exogene Ursachen von Krankheiten	Physikalische Ursachen (Hitze, Kälte, Strahlen) / Chemische Ursachen (Säure, Laugen, Gifte) / Mikroorganismen (Viren, Bakterien, Pilze) / Trauma / Ernährungsstörungen
Kurative Therapie	heilende Behandlung oder Defektheilung, Ursachen d. Erkrankung oder Symptome werden therapiert
Sekundäre lymphatische Organe	bilden Antikörper, Milz, Lymphknoten, Tonsillen, lymphatisches Gewebe des Darms
Exazerbation	deutliche Verschlimmerung von Symptomen einer bereits bestehenden Erkrankung
Ursachen Rechtsherzinsuffizienz	• Linksherzinsuffizienz / • Lungenerkrankungen
Tumor - Theraphieformen - Palliativmedizin	Schmerzlinderung u. Erhalt von Lebensqualität bei fortgeschrittenen Tumoren im Endstadium
Immunität	Unempfindlichkeit des Organismus gegenüber Pathogenen
5-Jahres-Überlebensrate	Prozentsatz Tumorkranker, die nach 5 Jahren noch leben
Funktionsweise Perkutane transluminale coronare Angioplastie bei Herzinfarkt	Aufdehnung von Stenosen durch Ballon
Thrombose	Erkrankung aufgrund Gefäßverschluss (Arterien, Venen) durch Blutgerinnselbildung (Thrombus)
Herzinfarkt - perkulante transluminale coronare Angioplastie	Aufdehnung von Stenosen (Ballondilatation)
Direkte Übertragungswege bei Infektionskrankheiten	Tröpfchemierinfektion (oral), Tröfcheninfektion (aerogen), Blutweg (parenteral)
Tumorfolgen	Tumorkachexie (Abnahme Körpergewicht mit Kräfteverfall), Tumoranämie (blutarmut), Tumorfieber, Tumormetastasierung
elektronische Gesundheitsakte vs. elektronische Patientenakte	Gesundheitsakte: wird von Patienten selber über Dienstleister in Auftrag gegeben, Patientenakte: von behandelnen Institutionen geführt
Krankheitsverlauf Eigenschaften: Exazerbation	Verschlimmerung bestehender Krankheitssymptome
FHIR - Bsp. für References, Bsp. für Resource	Ref: Subject, Res: Patient, Ref: Assesment, Res: Observation, Ref: Author, Res: Practitioner
Krankheitsursachen - Endogene Ursachen	Genetische Defekte, immunologische Faktoren, psychische Faktoren
Rezidivierend	Rückfall, wiederauftretend
TNM-Klassifikation Bedeutung pMX	Vorliegen von Fernmetastasen kann nicht bestimmt werden
Therapien bei einem Herzinfarkt	• Medikamentöse Therapie (Auflösung des Thrombus) / • Perkutane transluminale coronare Angioplastie (PTCA) (Aufdehnung von Stenosen) / • Bypass-Operation (Umgehung der Stenose) / • Thromektomie (Entfernung eines Blutgerinnsels durch Absaugen/Zerkleinern)
Plasmazellen	produzieren Antikörper zur Bildung von hochselektiven Antigen-Antikörper-Komplexen (Schloss-Schlüssel-Prinzip)
Inwiefern ist ein Bakterium schadhaft?	Durch direkte Zellschädigung oder Toxinwirkung.
Kompensierte Herzinsuffizienz	Herzschaden, Pumpleistung des Herzens wird noch aufrechterhalten
Insulin	Bildung in Pankreas, senkt Zucker im Blut durch Aufnahme von Glukose in Zellen, Überführung von Glukose in Glygoken, fördert Eiweißaufbau, fördert Fettbiosynthese
Eitrige Entzündungen - Typen	Abzess (Eiteransammlung in einem nicht vorbestehenden Hohlraum), Empyem (Eiterbildung in Körperhöhle), Phlegmone (diffuse, sich flächig ausbreitende Entzündung im Bindegewebe)
Expansion KHK	Koronare Herzkrankheit
Beispiele IT-Standards in Medizin	ICD (Klassifikation von Diagnosen), SNOMED (Fokus Forschung), MeSH (Verschlagwortung med. Literatur)
Kategorien von Krankheitsursachen	Endogene Ursachen / Exogene Ursachen
Dignitätskriterien - bösartiger Tumor	vor allem ältere Menschen, symptomreich (aber spät), Verlauf kurz und tödlich, häufig Metastase, häufig Rezidive
Arten von Schlaganfällen	Ischämischer Infarkt / Hämorrhagischer Infarkt
Therapietypen: Konservative Therapie	Kein Eingriff in das Gewebe
Körperliche Untersuchung	Inspektion (Betrachtung), Palpation (Abtasten), Perkussion (Klopfen), Auskultation (Aushorchen)
Fakultativ pathogene Erreger	lösen nur bei entsprechender Disposition Infektionen aus (opportunisches Infektion)
Modulare Systeme - Vorteile	Datenkonsistenz, Erweiterbarkeit, Vermeidung von Medienbrüchen
Krankheitsverlauf - akut	schnell, heftig, plötzlich
Nachteile elektronische Akte	Abhängigkeit von Technik und Hersteller, Sicherheitsprobleme, Einführungsaufwand, rechtliche Fragen, Abhängigkeit von Hardware (Notepads, WLAN)
Definition Tumormarker	Proteine, die von Tumorzellen unter abnormen Bedingungen produziert werden
Prinzipien des Datenschutz 2	Pers.bez. Daten müssen in Form gespeichert werden, die Identifizierung der Personen nur so lange ermöglicht, wie es für die Verarbeitungszwecke notwendig ist (Speicherbegrenzung), Sicherheit der Daten u. Schutz vor unrechtmäßiger Verarbeitung muss gewährt sein, Verantwortlicher ist für Einhaltung verantwortlich (Rechenschaftspflicht)
Arten von Asthma	Allergisches Asthma, Nicht-allergisches Asthma
Eigenschaft hypertrophe Herzinsuffizienz	Verdicktes Myokard
Tumor - Theraphieformen - Hormontherapie	Ausschaltung körpereigener Hormone hemmt die Ausbreitung hormonabhängiger Tumore (Antihormontherapie)
Bösartiger Tumor Verlauf	Kurz, tödlich
Diabetis Mellitus Typ 1	fehlende Insulinproduktion durch Zerstörung der Pankreaszellen, meist vor 40 LJ, schlanke Patienten, Autoimmunreaktion nach Virus-Infektionen (Röteln, Mumps), Therapie mit Insulin-Injektionen
Heilungsmethoden Benigner Tumor	Chirurgische Exzision
Leitsymptom Rechtsherzinsuffizienz	Ödeme
Funktionsweise Immuntherapie	Aktivierung des Immunsystems zur Abtötung von Tumorzellen
Tumor - Theraphieformen - Immuntherapie	Aktivierung des Immunsystems zur Abtötung von Tumorzellen
Kommunikationsserver - Nachteile	verhindert nicht: Redundanz bei Daten, fehlende Synchronisation, Überlapp von Funktionen, es wird zusätzliche Hardware/Software benötigt
Symptome Rechtsherzinsuffizienz	Prätibiale Ödeme / • Halsvenenstauung / • Beinödeme / • Lebervergrößerung / • nächtliches Wasserlassen
Phasen eines Infektionsverlaufes	Primäre Immunantwort / Sekundäre Immunantwort
Nicht-allergisches Asthma	Atemwegsinfektionen, Medikamente, Luftschadstoffe (Abgase, Tabakrauch)
Risikofaktoren Diabetes	• Adipositas / • Bewegungsmangel / • Fettstoffwechselstörungen / • Genetische Prädisposition
Vorteil elektronische Akte	Zugriffszeit, Strukturierung, Verfügbarkeit, Konsistenzprüfung, Erinnerungshinweise
Krankheitsverlauf: Chronisch rezidivierend	immer wieder auftretend
Krankheitsverlauf: Chronisch progredient	fortschreitend bis zum Tod
Mamma-Carcinom	häufigster bösartiger Tumor der Frau (20% aller Krebstodesfälle), Häufigkeitsgipfel 50-60LJ., Überlebensrate nach 10 Jahren bei 60%
Enzündung endogene Ursachen	Immunreaktion, Stoffwechselprodukte, Ischämie (Minderdurchblutung von Gewebe, kann z.B. bei Thrombose auftreten), Nekrose
Dysplasie	Veränderungen in einem Zellverband häufig reversibel
Indirekte Übertragungswege bei Infektionskrankheiten	Trinkwasser, Lebensmittel, Überträger
Bildungsort der T-Lymphozyten	Thymus
Diabetis Mellitus - Hauptsymtome	starker Durst (Polydipsie), erhöhtes Urinvolumen (Polyurie)
Krankheitsverlauf Eigenschaften: Chronisch	langsam entwickelnd, verlaufend
Definition Antigene	Substanzen, die eine immunologische Reaktion auslösen
Lokale Ausbreitung Maligner Tumor	• schlecht begrenzter Tumor / • invasives, destruierendes Wachstum
TNM-Klassifikation Bedeutung pT1, pT2, pT3, pT4	zunehmende Ausbreitung des Primärtumors
Was macht die IHE (Integrating the Healthcare Enterprise)?	Spezifikationen, die in technischen Rahmenwerk zus.gefasst sind, Integrationsprofile, die medizinische bzw. verwaltungstechnische akteure beschreiben, definieren Regeln zur Nutzung von Standards, Prüfung von System auf connect-a-thon,
Definition fakultativ pathogener Erreger	Erreger, der nur bei bestehender Disposition Infektionen auslöst
Palpation - Beschreibung von Tastbefund	Lokalisation, Größe, Oberfläche (glatt-, grob-, feinhöckerig), Begrenzung (scharf, diffus, nicht abgrenzbar), Konsistenz (hart, weich, fluktuierend), Verschieblichkeit, Druckdolenz, Pulsation
Atrophie verursacht durch	Inaktivitätsatrophie (z.B. Gips), Vaskuläre Atrophie (Durchblutungsstörung), Druckatrophie (Durchblutungsminderung durch mechanischen Druck, z.B. Dekubitus), neurogene Atrophie (Muskelatrophie durch Nervenschädigung, z.B. Querschnittslähmung), hormonelle Atrophie (verminderte Hormonwirkung, z.B. Uterushypotrophie nach Schwangerschaft), generalisierte Atrophie (Hungeratrophie, Kachexie [z.B. bei Tumoren])
