Definition Leitungscode	Abfolge von Grundimpulsen, welche Bits oder Gruppen von Bits repräsentieren.
Was sind wichtige Eigenschaften von Leitungscodes?	• Anzahl der Signalstufen / • Anzahl kodierter Bits pro Symbol / • Symbolrate (in Baud)
Je mehr abrupte Signalwechsel bei einem Leitungscode stattfinden, desto _ ist das benötigte Spektrum.	breiter
Wie funkioniert ein Rechteckimpuls?	1, falls das für das Symbol t gilt -½≤t<½, 0 sonst
Vorteile des Rechteckimpulses	Einfachste Darstellung  im Zeitbereich
Nachteile des Rechteckimpulses	Viele abrupte Signalwechsel / Langsam abklingendes Spektrum
Wie funktioniert ein cos²-Impuls?	(cos(2πt))², falls -½≤t<½, 0 sonst
Vorteile des cos²-Impulses	Einfache Umsetzung / Schnell abklingendes Spektrum
Nachteile des cos²-Impulses	Schwere Abtastung, wenn Sender und Empfänger nicht taktsynchron sind
Beschreibe die Funktionsweise des Non-Return-To-Zero Codes.	Rechtecksignal, das -1 ist, falls das jetzige Signal 0 ist, und 1, falls das jetzige Signal 1 ist. / Signal ist 0 beim Nicht-Senden.
Expansion NRZ	Non-Return-To-Zero
Effizienz des NRZ-Leitungscodes	1 Symbol/bit
Expansion RZ	Return-To-Zero
Wie funktioniert der Return-To-Zero Leidungscode?	Falls Sendebit 1, Taktflanke von 1 auf 0 / Falls Sendebit 0, Taktflanke von 0 auf -1. / 0 durchgehend beim Nicht-Senden.
Effizienz des RZ-Leitungscodes	2 Symbole/bit
Beschreibe die Funktionsweise des Manchester-Codes.	Falls Sendebit 1, Taktflanke von 1 auf -1 / Falls Sendebit 0, Taktflanke von -1 auf 1 / 0 durchgehend beim Nicht-Senden.
Effizienz des Manchester-Leitungscodes	2 Symbole/bit
Expansion MLT3	Multi-Level-Transmit 3
Erkläre, wie sich der MLT3-Leitungscode verhält.	Bei jedem neuen Sendebit 1 wird 1 Stufe gewechselt / (also von 1 auf 0, 0 auf -1, -1 auf 0 und 0 zurück auf 1)
Effizienz MLT3-Leitungscode	1 Symbol/bit
Wie können Beginn und Ende einer Nachricht erkannt werden?	• Coderegelverletzung (Code folgt einer Regel, Nachricht ist vorbei, wenn diese verletzt wird) / • Steuerzeichen (spezielle Abfolgen für Anfang/Ende einer Nachricht)
Was ist ein Sendeimpuls?	Ein Sendeimpuls ist eine Abfolge von Grundimpulsen, die Bits/Gruppen von Bits repräsentieren.
Welche wichtigen Eigenschaften haben Leitungscodes?	Anzahl der Signalstufen (binär, ternär, quaternär etc.) / Anzahl kodierter Bits pro Symbol / Schrittgeschwindigkeit (Symbolrate/Baudrate)
Wie kann man erreichen, dass ein Kanal von mehreren Übertragungen gleichzeitig verwendet wird?	Tiefpassfilterung → Begrenzung des Spektrums / Modulation auf Trägersignal → Verschiebung des Spektrums
Expansion FDM	Frequency Division Multiplex
Wie funktioniert ein digitales Modulationsverfahren prinzipiell?	Sendeimpulse werden tiefpassgefiltert / Sendesignal wird auf ein Trägersignal aufmoduliert
Expansion ASK	Amplitude Shift Keying
Wie funktioniert ASK grundlegend?	N Bits des Datenstroms werden auf einen Wert aus einem Signalraum abgebildet / Dieser Wert wird auf das Trägersignal multipliziert / z.B. 00->1, 01->0.5, 10->-0.5, 11->-1
Expansion QAM	Quadratur-Amplituden-Modulation
Wie funktioniert QAM grundlegend?	Bitgruppen werden auf den Raum der komplexen Zahlen abgebildet, / die auf das Trägersignal multipliziert werden
Was sind die Unterschiede und Ziele zwischen Quellenkodierung, Kanalkodierung und Leitungskodierung?	Quellenkodierung: Entfernung von Redundanz aus den übertragenden Daten / Kanalkodierung: Erkennung und Korrektur von Bitfehlern / Leitungskodierung: Repräsentierung von Bits/Gruppen von Bits
Warum werden trotz aller Kodierverfahren zusätzliche Verfahren zur Fehlererkennung benötigt?	Der Rest der fehlererkennenden Mechanismen ist nicht akkurat und robust genug.
Welche Arten von Übertragungsmedien gibt es?	• leitungsgebundene Übertragung / • nicht-leitungsgebundene Übertragung /  / • akustische Wellen / • elektromagnetische Wellen
Wie ist ein Twisted-Pair-Kabel aufgebaut?	2/4 Aderpaare aus Kupferlitzen / Verdrillte Aderpaare / Inverse Kodierung
Expansion UTP	Unshielded twist pair
Expansion STP	Shielded twist pair
Expansion S/UTP	Screened/Unshielded twisted pair
Expansion S/STP	Screened/Shielded twisted pair
Welchen Einfluss hat Schirmung auf Kabel?	Signalqualität (Vermeiden von Übersprechen elektr. Leitungen) / Flexibilität von Kabeln (gute Schirmung → steifer)
Wie funktioniert ein optischer Leiter?	Leiter aus Kern&Mantel, die unterschiedliche optische Dichten besitzen / → Totalreflexion am Mantel
Vorteile optischer Leiter zu elektrischen Leitern	• Hohe Datenraten / • Weiter Strecken überbrückbar / • Kein Übersprechen / • Entkopplung von Sendern/Empfänger
Definition Direktverbindungsnetzwerk	• Alle angeschlossenen Knoten sind direkt erreichbar / • All angeschlossenen Knoten werden mittels einfacher Adressen auf Schicht 2 identifiziert / • Keine Vermittung / • Bridging/Switching möglich
Wozu wird die Sicherungsschicht verwendet?	• Steuerung des Medienzugriffs / • Prüfung übertragener Nachrichten auf Fehler / • Adressierung innerhalb von Direktverbindungsnetzwerken
Wie wird in der Sicherungsschicht die Steuerung des Medienzugriffs erreicht?	Alle Computer werden zu einem Bus verbunden
Was ist die Aufgabe des Empfängers auf der Sicherungsschicht?	Entscheiden, ob eine Nachricht für ihn bestimmt ist.
Welche Arten von Netzwerktopologien gibt es?	• Punkt-zu-Punkt / • Kette / • Stern / • Vermaschung / • Baum / • Bus
Wie erhält man die Matrix, welche die Kosten eines kürzesten Pfads zwischen zwei Knoten enthält?	Man potenziert die Distanzmatrix über das min-plus-Produkt.
Was ist der minimale Wert für die Potenz der Distanzmatrix für eine akkurate Pfaddistanzmatrix?	Länge des längsten einfachen Pfades im Netzwerk (nach oben begrenzt durch die Anzahl der Knoten im Graph).
Definition Shortest Path Tree	Baum, der alle Knoten in einem Graph mit minimalen Pfadkosten verbindet
Definition Minimum Spanning Tree	Baum, der alle Knoten in einem Graph mit minimalen Gesamtkosten verbindet
Eigenschaften von Verbindungen zwischen zwei Knoten	Übertragungsrate / • Übertragungsverzögerung / • Übertragungsrichtung / • Mehrfachzugriff (Multiplexing)
Definition Serialisierungszeit	Die notwendige Zeit, um L Datenbits auf ein Übertragungsmedium zu legen.
Berechnung Übertragungszeit	Serialisierungszeit plus Ausbreitungsverzögerung
Definition Bandbreitenverzögerungsprodukt	Die Anzahl an Bits, die sich in einer Senderichtung gleichzeitig auf der Leitung befinden können.
Was bedeutet es, wenn eine Leitung Simplex als Übertragungsrichtung hat?	Es kann nur in eine Richtung gesendet werden.
Was bedeutet es, wenn eine Leitung Halbduplex als Übertragungsrichtung hat?	Es kann nur eine Nachricht gleichzeitig gesendet werden, aber in beide Richtungen.
Was bedeutet es, wenn eine Leitung im Vollduplex übertragen kann?	Nachrichten können bidirektional zur gleichen Zeit gesendet werden.
Definition Multiplexing	Senden von Nachrichten unterschiedlicher Teilnehmer gemeinsam über eine Leitung
Varianten von Multiplex	• Zeitmultiplex / • Frequenzmultiplex / • Raummultiplex / • Codemultiplex
Funktionsweise Zeitmultiplex	Sequentielles Senden von Signalen über eine Leitung
Funktionsweise Frequenzmultiplex	Aufteilung des Kanals in unterschiedliche Frequenzbänder und deren Zuweisung an Kommunikationspartner
Funktionsweise Raummultiplex	Verwendung mehrerer paralleler Kabel
Funktionsweise Codemultiplex	Verwendung orthogonaler Alphabete und Zuweisung der Alphabete an Kommunikationspartner
Expansion TDMA	Time Division Multiple Access
Nenne Beispiele für Protokolle bei asynchronem konkurrierendem Zugriff.	• ALOHA / • CSMA/CD / • CSMA/CA
Nenne Beispiele für Protokolle bei asynchronem geregeltem Zugriff.	• Token Passing / • CSMA/CA+RTS/CTS
Bewertungskriterien für Medienzugriffsverfahren	• Durchsatz (Nachrichten/Zeit) / • Verzögerung für einzelne Nachrichten / • Fairness zwischen Teilnehmern / • Implementierungsaufwand
Nenne alternativen zu synchronem TDMA	Zufälliger/konkurrierender/dynamisch geregelter Medienzugriff
Erläutere die Funktionsweise von ALOHA.	Station sendet an zentrale Station, sobald Daten vorliegen. / Senden 2 gleichzeitig, kommt es zu Kollisionen. / Quittierungen werden auf anderer Frequenz gesendet.
Was ist ALOHA?	ALOHA ist ein Random-Access Medienzugriffsprotokoll.
Wie unterscheidet sich ALOHA von Slotted ALOHA?	Bei Slotted ALOHA dürfen Übertragungen nur zu bestimmten Zeitpunkten begonnen werden.
Expansion CSMA	Carrier Sense Multiple Access
Funktionsweise CSMA	ALOHA, aber der Sender sendet erst, wenn auf dem Kanal nicht mehr gesendet wird.
Was ist p-persistentes CSMA?	CSMA, aber wenn der Kanal frei wird, wird mit der Wahrscheinlichkeit p gesendet.
Was zeichnet nicht-persistentes CSMA aus?	Wenn das Medium belegt ist, wird eine zufällig gewählte Zeitspanne gewartet und dann gesendet.
Expansion CSMA/CD	Carrier Sense Multiple Access with Collision Detection
Expansion CSMA/CA	Carrier Sense Multiple Access with Collision Avoidance
Wie funktioniert CSMA/CD?	Falls ein Sender ein anderes Signal empfängt, während er sendet, sendet er ein Jam-Signal, solange er noch empfängt. / Wird keine Kollision erkannt, gilt die Übertragung als erfolgreich.
Formel Mindestlänge Kollisionserkennung CSMA/CD	L_{min}=(2⋅d)/(ν*c₀)⋅r
Welche Probleme gibt es bei 1-persistentem CSMA?	Die Nachrichten zweier Stationen kollidieren → / Beide senden ein JAM-Signal → Beide wiederholen die Übertragung
Wie funktioniert Binary Exponential Backoff?	Wenn bei der k-ten wiederholten Übertragung eine Kollision auftritt, / wird rnd(0;2^k) bis zur nächsten Übertragung gewartet.
Wie funtioniert CSMA/CA?	1. Wenn das Medium frei, übertrage mit Wahrscheinlichkeit p oder verzögere mit 1-p für T / 2. Warte, bis Medium frei ist, dann 1.
Wie funkttioniert RTS/CTS?	Vor der Sendung wird ein RTS (Request to Send) an die Basisstation geschickt. / Nur, wenn dieser mit einem CTS bestätigt wird, / wird auch wirklich gesendet.
Nachteile von RTS/CTS	Übertragungen nehmen mehr Zeit in Anspruch.
Wie funktioniert kollisionsfreie Übertragung mit Tokens?	Token zirkuliert in einem Ring von zusammengeschalteten Stationen, wer senden will, nimmt sich das Token. / Nachrichten zirkulieren durch den Ring.
Was sind mögliche Probleme bei Token-Ringen?	Doppelte Tokens, endlos kreisende Nachrichten, 0 Tokens
Was passiert, wenn ein Problem in einem Token-Ring auftritt?	Enie Monitor-Station beobachtet den Token-Ring und löst Probleme.
Was sind die Nachteile eines Token-Ring?	Ringzusammenschaltung ist aufwendig / Monitoring Station muss bestimmt werden / Fragilität aufgrund von Ringstruktur
Welche Möglichkeiten kann man verwenden, um unterschiedliche Rahmen auf der Leitung zu unterscheiden?	• Längenangaben / • Steuerzeichen / • Coderegelverletzungen
Definition Codetransparenz	Die Fähigkeit, über einen Kanal beliebige Zeichenfolgen zu übertragen
Welche Methoden kann man verwenden, um den Beginn eines Rahmens zu erkennen?	• Steuerzeichen / • Vorangestellte Beggrenzungsfelder / • Coderegelverletzung
Was macht der 4B5B-Code?	Er bildet Gruppen von 4 bit auf Gruppen von 5 bit ab, mit Steuerzeichen.
Was tut man, wenn Steuerzeichen in den Nutzdaten vorkommen?	• Einen Escape-Character benutzen / • Einen Code verwenden, der das verhindert
Wie funktionieren Begrenzungsfelder?	Eine Nachricht wird am Anfang/Ende mit einer bestimmten Bitfolge markiert.
Wie funktioniert Bit Stuffing?	Bei einer begrenzten Nachricht werden zufällig vorkommende Instanzen der Begrenzung / mit einem eingefügten weiteren Bit verletzt, das beim Empfang entfernt wird.
Wie wird ein Empfänger eines Rahmens addressiert?	Über seine MAC-Adresse.
Welche Anforderungen werden an Adressen in Schicht 2 (Sicherungsschicht) gestellt?	• Eindeutige Identifizierung eines Knoten innerhalb eines Netzwerkes / • Broadcast-Adresse / • Multicast-Adresse
Expansion MAC	Media Access Control
Wie wird eine Broadcast-Adresse verwendet?	Um alle Knoten in einem Direktverbindungsnetzwerk anzusprechen.
Wie wird eine Multicast-Adresse verwendet?	Um eine bestimmte Gruppe an Knoten in einem Direktverbindungsnetzwerk anzusprechen.
Erläutere kurz die MAC-Adresse.	Liegt in Read Only Memory, aufgetrennt in OUI (Organizationally Unique Identifier) und Device ID.
Expansion OUI	Organizationally Unique Identifier
Was ist die MAC Broadcast-Adresse?	ff:ff:ff:ff:ff:ff
Expansion CRC	Cyclic Redundancy Check
Was ist der Zweck von CRC-Codes?	• Fehler sollen nur erkannt (nicht korrigiert) werden / • Hinzugefügte Redundanz soll minimal sein
Wofür verwendet man ein Reduktionspolynom?	Wenn zwei Polynome multipliziert werden, verwendet man Modulo mit dem  Reduktionspolynom, / um das Produkt der Polynome zu berechnen.
Wann ist ein Polynom reduzibel?	Wenn es sich als Produkt anderer Polynome darstellen lässt.
Was wird durch den Grand n des Reduktionspolynoms r(x) bestimmt?	• Der maximale Grad aller möglichen Codewörter a∈F_{q}[x] ist n-1 / • Es können nur bestimmte Bitfehler bestimmt werden
Wie wird eine CRC-Nachricht kodiert?	Sei r(x) Reduktionspolynom mit Grad n, m(x) Nachricht mit Grad k /  / 1. Hänge n Nullen an m(x) an: m'(x)=m(x)⋅xⁿ / 2. Sei Divisionsrest (Prüfsumme) c(x)=m'(x) mod r(x) / 3. Sei Sendenachricht s(x)=m'(x)+c(x)
Wie wird eine CRC-Nachricht geprüft?	Sei e(x) der Übertragungsfehler, s(x) die gesendet Nachricht und s'(x)=s(x)+e(x), r(x) Reduktionspolynom  /  / 1. Sei Divisionsrest c'(x)=s'(x) mod r(x) / 2. Falls c'(x)=0, ist wahrscheinlich kein Fehler aufgetreten, falls c'(x)≠0, dann sicher Fehler.
Welche Fehler werden von CRC erkannt?	• 1 bit Fehler / • Einige 2 bit Fehler / • Manche Burst-Fehler
Welche Fehler erkennt CRC nicht?	• Fehler, die länger sind als n / • Fehler aus mehreren Bursts / • Vielfache des Reduktionspolynoms
Expansion ATM	Asynchronous Transfer Mode
Welche Funktion erfüllt ein Hub?	Jede Nachricht, die empfangen wird, wird an alle anderen Knoten gesendet.
Welches Symbol wird für einen Hub verwendet?	Ein Block, auf den ein Pfeil gemalt ist.
Definition Collision Domain	Teil eines Direktverbindungsnetzes, innerhalb dessen eine Kollision bei gleichzeitiger Übertragung / mehr Knoten auftreten kann.
Welche Arten von Hubs gibt es?	• Aktive Hubs (Repeater) / • Passive Hubs
Was unterscheidet aktive Hubs von passiven Hubs?	Aktive Hubs verstärken Signale auf der physikalischen Schicht, passsive Hubs tun das nicht.
Was ist die 5-4-3-Regel?	Baumtopolgien sollten sein: / • Nicht mehr als 5 Abschnitte, separiert durch Hubs, / • verbunden durch 4 Repeater, / • wobei nur in 3 Abschnitten aktive Endgeräte sein dürfen.
Wozu werden Switches verwendet?	Um 2 Gruppen von Hosts, die jeweils über Hubs verbunden sind, zu koppeln.
Wie funktioniert ein Switch?	Zuerst funktioniert er wie ein Hub, und lernt, woher Rahmen kommen. / Später kann er dann Rahmen mithilfe eines Switching-Table an spezifische Zielporte weiterleiten, / wobei der Zielport von der Zieladresse bestimmt wird.
Was ist eine Bridge?	Ein Switch mit nur 2 Ports.
Wozu wird ein Switch verwendet?	• Um Kollisionsdomänen zu trennen. / • Um Netzsegmente mit unterschiedlichen Zugriffsverfahren zu koppeln (mit kompatiblen MAC-Adressen)
Welches Symbol wird für einen Switch verwendet?	Ein Block, auf den 8 Striche gemalt sind.
Hat ein Switch eine eigene MAC-Adresse?	Nein.
Inwiefern verändert ein Switch die Sender- und Empfänger-Adresse?	Garnicht.
Welche Arten von Switching gibt es?	• Store-and-Forward: Eingehende Rahmen werden vollständig empfangen, geprüft und gepuffert / • Cut-through: Rahmen werden sofort weitergesendet
Was ist eine Schleife auf Schicht 2?	Switches sind miteinander so verbunden, dass ein Kreis im Netzwerk entsteht.
Wie verhindert man Schleifen auf Schicht 2?	Man erstellt eine Hierarchie von Switches, die über das Spanning Tree Protocol (STP) funktionieren.
Expansion STP	Spanning Tree Protocol
Definition WLAN Access Point	Bridge zwischen Twisted Pair und Funkübertragung
Unterschied WLAN Access Point ←→ Bridge/Switch	WLAN Access point nicht transparent (kann von Clients (Switches) "gesehen" werden)
Warum ist der Begriff WLAN-Router technisch falsch?	Die Geräte, die als solche bezeichnet werden, enthalten gleichzeitig / • Switch / • WLAN Access Point / • Router / • DSL/Kabel-Modem
Expansion MST	Minimum Spanning Tree
Expansion SPT	Shortest Path Tree
Sind Direktverbindungsnetzwerke skalierbar?	Nein.
Warum sind Direktverbindungsnetzwerke nicht skalierbar?	• Keine logische Struktur zur Adressierung / • Subnetze sind nicht unterstüzt.
Was sind die Aufgaben der Vermittlungsschicht?	• Kopplung von Direktverbindungsnetzwerken / • Bereitstellung von Subnetzstrukturen / • Eindeutige Adressierung / • Routing
Definition Leitungsvermittlung	Reservierung einer Leitung zw. Senden & Empfänger
Definition Nachrichtenvermittlung	Übertrage nur Nachrichten zw. Sender & Empfänger
Definition Paketvermittlung	Übertrage nur Pakete zw. Sender & Empfänger, alles andere egal
Phasen einer verbindungsorientierten Übertragung	• Verbindungsaufbau / • Datenaustausch / • Verbindungsabbau
Vorteile Leitungsvermittlung	• Qualität der Übertragung bleibt während der Verbindung gleich / • Keine weiteren Entscheidungen über Vermittlungsart
Nachteile Leitungsvermittlung	• Keine dauerhafte Auslastung der Leitung / • Komplexer Verbindungsaufbau
Definition Nachrichtenvermittlung	Nachricht wird mit Header versehen, der die Übertragung möglich macht.
Definition Paketvermittlung	Es werden Teile von Nachrichten mithilfe von Headern unabhängig übertragen.
Vorteile/Nachteile Multiplexing auf Paketebene	Vorteile: /  ~ Pufferung von Paketen / Nachteile: Verlust von Paketen durch Pufferbegrenzung möglich /  ~ Overhead durch Header für Pakete /  ~ Zusammensetzen notwendig
